656.5134726074253,321.451421024094
57.822840871081695,387.9203186109514
194.75866689773935,33.06568649606489
21.819114093426517,433.27008623675067
257.2470038716508,646.3930792900956
248.7059140534188,174.52098679073836
805.7354424289603,921.0242480823538
977.2817886203896,158.4111528209442
164.03870393535192,44.39763753209813
803.093970644907,695.1629547637017
706.1680169130744,282.14715558714687
822.2416156347407,42.79482249637956
679.9684554105166,803.1415662464874
367.285799505791,920.3083174800445
318.59312956147636,406.23436744560405
906.5746341804902,884.7768519566708
983.8922078255999,876.1326205399356
640.9515783445513,460.7852925161374
219.23941575027072,959.71441918727
629.0584218502769,452.56963765263623
571.3392511223349,991.4741530751544
141.6591011818338,252.6485956049397
676.8354256118131,684.318514233237
495.0095612087558,414.5438882911512
814.2796142112246,835.4658146074042
657.2007401577239,523.5553957104413
890.9478287085359,797.1381708209694
282.1147467636702,431.82302267499637
439.30061598604067,344.38057486566265
877.8915852060779,13.534199514219303
952.230937117361,246.59081746406997
440.63032400317223,643.0251117430545
888.7686765129108,171.13373005912
977.0382814293906,777.5462821857898
651.4472983623951,754.1439249815529
989.6226900764335,954.1829718478587
957.2414382762826,198.28392439037214
872.0013574761998,259.2829792802289
607.6697557216119,772.7418682408808
245.87167604202577,702.2233250091613
623.085356187792,150.09311274456516
483.5936904325635,146.7033604181559
185.4321372536897,508.887292417923
496.3722686835997,890.888165810086
781.3391153477403,461.990157940785
134.84125146965874,256.19000020794067
684.282421284185,144.76978424235065
992.1692276019135,803.7259061054243
992.4670447992692,624.1002476514373
241.85599941261714,258.34411438565184
123.870703759273,759.9676588884229
393.5039002329025,230.42772888508443
34.986953491242254,960.3081871961001
844.2981246305952,380.4263531790023
769.3356694845362,312.42230603059187
731.9403099243323,802.331822266133
782.7318672590163,9.1031199582714
717.0224505499363,17.480974506530966
846.5736928412767,131.23357950041603
980.161269844444,981.2884524632345
445.5309219856146,661.5760043432751
653.708856905547,227.87236042869674
915.4599535080592,489.7108690133168
